num_rounds,n_runs,acc_mean,acc_std,loss_mean,loss_std,time_mean,time_std,enc_mean,enc_std,dec_mean,dec_std,sizeMB_mean,sizeMB_std
3,3,0.47402597467104596,0.1779505160166556,0.8162406086921692,0.17762253161291655,49.923333333333325,1.2067034985170666,0.011118987677739077,0.0005443892636105241,0.002854537322228711,3.290848648184071e-05,0.20486228730943465,8.347152052363963e-05
10,3,0.5173160235087076,0.18924237195465846,0.7636322379112244,0.13563159104752465,111.00333333333333,2.4084088800146337,0.011796576786694704,0.0002028699065715388,0.0030456631166437434,0.00013025550272555662,0.20497114181518553,7.514581090147065e-05
20,3,0.5541125436623892,0.1516387926448956,0.7069397370020548,0.09505400891319023,195.18999999999997,3.2517841256762487,0.011456855485022616,0.0003661157459745611,0.0030398761099846594,0.00013552420861787668,0.20507024288177486,6.232673230840889e-05
