round,loss,acc,enc_s,dec_s,size_MB,total_time_s
1,1.0345295667648315,0.33766233921051025,67.97735568679964,19.862592045599378,0.14111042022705078,2446.71
2,1.0182244777679443,0.34415584802627563,68.09699503699957,20.1679899620005,0.14110946655273438,2446.71
3,1.0024487972259521,0.33766233921051025,67.26052609830076,19.98678546620031,0.14110851287841797,2446.71
4,0.9872740507125854,0.3246753215789795,66.98829493879967,20.183068716000342,0.14110918045043946,2446.71
5,0.9725792407989502,0.3246753215789795,67.56085326720022,20.10183060919953,0.14110994338989258,2446.71
6,0.9583114981651306,0.31168830394744873,67.34627804759948,20.099852612700488,0.14111032485961914,2446.71
7,0.9443973898887634,0.3246753215789795,67.74588263039986,20.091479410100145,0.1411107063293457,2446.71
8,0.9310719966888428,0.3246753215789795,50.769414138799405,14.684342397600266,0.14110994338989258,2446.71
9,0.9180727601051331,0.3181818127632141,48.65349656019898,14.60412780810002,0.14110965728759767,2446.71
10,0.9055831432342529,0.3181818127632141,48.601237279599445,14.588722270200014,0.14111042022705078,2446.71
