round,loss,acc,enc_s,dec_s,size_MB,total_time_s
1,0.6526477336883545,0.6818181872367859,48.55850245299989,14.651366260799842,0.14111080169677734,2185.86
2,0.6506666541099548,0.6818181872367859,48.67958420960095,14.435078750099638,0.14111061096191407,2185.86
3,0.6486741304397583,0.6753246784210205,48.24151539240047,14.409662018699601,0.1411107063293457,2185.86
4,0.6467333436012268,0.6818181872367859,48.03871389870001,14.44451414419891,0.1411107063293457,2185.86
5,0.6447764039039612,0.6818181872367859,48.24154983630033,14.396962842101129,0.14111013412475587,2185.86
6,0.6428476572036743,0.6818181872367859,48.91466815000058,15.147347253300177,0.1411113739013672,2185.86
7,0.6409315466880798,0.6818181872367859,70.94405308670066,20.71664481710068,0.14111061096191407,2185.86
8,0.639049768447876,0.6818181872367859,63.415946372499455,18.547955358699255,0.1411116600036621,2185.86
9,0.6371942758560181,0.6818181872367859,61.59085892500006,18.04993648500058,0.14111108779907228,2185.86
10,0.6353561878204346,0.6948052048683167,67.31652323730013,20.081492432800587,0.14111080169677734,2185.86
