round,loss,acc,enc_s,dec_s,size_MB,total_time_s
1,0.8133841156959534,0.3896103799343109,49.674824887800426,14.957113007600128,0.14111032485961914,3853.14
2,0.8053104281425476,0.3896103799343109,50.17436286680022,14.857157479600573,0.1411107063293457,3853.14
3,0.7975988984107971,0.40909090638160706,49.07723789229967,14.626297893299125,0.14111051559448243,3853.14
4,0.7901907563209534,0.44155845046043396,48.76141536520081,14.59747069570003,0.14110965728759767,3853.14
5,0.782992422580719,0.4545454680919647,48.650957876900065,14.492032596599893,0.14111099243164063,3853.14
6,0.7760002017021179,0.4675324559211731,48.56306694730047,14.522584133900091,0.14110927581787108,3853.14
7,0.7691590785980225,0.48701298236846924,50.31571406920011,15.112552395700186,0.14111013412475587,3853.14
8,0.7625628113746643,0.5064935088157654,50.919667444199874,15.246368491999965,0.14110975265502929,3853.14
9,0.7561644315719604,0.5259740352630615,53.033192704199244,15.4172324398005,0.14111003875732422,3853.14
10,0.7499573230743408,0.5389610528945923,50.09125450770007,14.702100408400657,0.14110984802246093,3853.14
11,0.743879497051239,0.551948070526123,49.83436141659877,14.71162428710013,0.1411102294921875,3853.14
12,0.7378352284431458,0.551948070526123,48.96507379120012,14.487121288999697,0.14111061096191407,3853.14
13,0.7319105267524719,0.5714285969734192,48.34051835990031,14.359428970399312,0.14111032485961914,3853.14
14,0.7261090874671936,0.5779221057891846,47.99041706089956,14.301034356899617,0.14111032485961914,3853.14
15,0.7204588651657104,0.5779221057891846,47.78138733730047,14.313151054099217,0.14110994338989258,3853.14
16,0.7150239944458008,0.5779221057891846,47.8961978895004,14.262825294099821,0.14110984802246093,3853.14
17,0.7098264098167419,0.5844155550003052,48.10172812770033,14.414368631900652,0.14111013412475587,3853.14
18,0.7047814726829529,0.5844155550003052,47.798452971999,14.332774574100403,0.14111127853393554,3853.14
19,0.6999557018280029,0.5844155550003052,48.093794244499804,14.341001447199961,0.14110918045043946,3853.14
20,0.6953141689300537,0.5844155550003052,48.10635567209938,14.421332814999914,0.14110965728759767,3853.14
